COREF	start_token	end_token	prop	cat	text
-1	1930	1930	PRON	PER	I
-1	1938	1938	PRON	PER	me
-1	1940	1940	PRON	PER	his
-1	1953	1953	PRON	PER	his
-1	1960	1960	PRON	PER	My
-1	1960	1962	NOM	PER	My dear child
-1	1966	1966	PRON	PER	his
-1	1966	1967	NOM	PER	his mother
-1	1971	1971	PRON	PER	your
-1	1992	1992	PRON	PER	him
-1	1997	1997	PRON	PER	your
-1	2004	2004	PRON	PER	your
-1	2008	2008	PRON	PER	you
-1	2014	2014	PRON	PER	him
-1	2017	2019	NOM	PER	The little dog
-1	2028	2028	PRON	PER	his
-1	2028	2029	NOM	PER	his master
-1	2035	2035	PRON	PER	him
-1	2038	2038	PRON	PER	his
-1	2043	2043	PRON	PER	him
-1	2053	2053	PRON	PER	his
-1	2060	2060	PRON	PER	his
-1	2060	2061	NOM	PER	his master
-1	2072	2073	NOM	PER	The master
-1	2075	2075	PRON	PER	him
235	2080	2081	PROP	PER	little Fido
-1	2085	2085	PRON	PER	he
-1	2088	2088	PRON	PER	you
-1	2090	2097	NOM	PER	an honest , good - natured little fellow!”—and
-1	2102	2102	PRON	PER	his
235	2105	2106	PROP	PER	Poor Fido
-1	2113	2113	PRON	PER	his
235	2118	2118	PROP	PER	Fido
-1	2121	2121	PRON	PER	his
-1	2121	2122	NOM	PER	his master
-1	2121	2125	NOM	PER	his master ’s constant companion
-1	2127	2127	PRON	PER	his
-1	2134	2134	PRON	PER	him
-1	2138	2138	PRON	PER	him
-1	2145	2145	PRON	PER	He
-1	2158	2158	PRON	PER	him
-1	2165	2165	PRON	PER	he
-1	2167	2167	PRON	PER	him
-1	2169	2170	NOM	FAC	the parlour
-1	2175	2175	PRON	PER	He
-1	2180	2180	PRON	PER	himself
-1	2189	2189	PRON	PER	He
-1	2196	2196	PRON	PER	they
-1	2225	2226	NOM	FAC	the yard
-1	2228	2228	PRON	PER	He
-1	2233	2233	NOM	PER	15geese
-1	2241	2241	PRON	PER	their
-1	2250	2251	NOM	FAC	the garden
-1	2253	2253	PRON	PER	He
234	2259	2259	PROP	PER	Towzer
-1	2267	2268	NOM	FAC	the house
-1	2275	2275	PRON	PER	his
-1	2275	2276	NOM	PER	his master
-1	2279	2279	PRON	PER	his
-1	2286	2286	PRON	PER	his
-1	2286	2287	NOM	PER	his workmen
-1	2290	2290	PRON	PER	he
235	2295	2295	PROP	PER	Fido
-1	2306	2306	NOM	PER	man
-1	2316	2316	PRON	PER	he
-1	2327	2327	PRON	PER	his
-1	2327	2328	NOM	PER	his master
-1	2327	2330	NOM	FAC	his master ’s property
-1	2332	2332	PRON	PER	His
-1	2332	2333	NOM	PER	His master
-1	2338	2338	PRON	PER	his
235	2345	2345	PROP	PER	Fido
-1	2347	2347	PRON	PER	himself
-1	2349	2350	NOM	FAC	the chamber
-1	2361	2361	PRON	FAC	it
-1	2372	2372	PRON	PER	his
-1	2372	2373	NOM	PER	his master
235	2383	2383	PROP	PER	Fido
-1	2387	2388	NOM	FAC	the room
-1	2393	2393	PRON	PER	him
-1	2416	2416	PRON	PER	him
-1	2418	2418	PRON	PER	his
-1	2418	2419	NOM	PER	his master
-1	2427	2427	PRON	PER	he
-1	2433	2433	PRON	PER	him
-1	2446	2446	PRON	PER	his
-1	2446	2447	NOM	PER	his master
-1	2451	2454	NOM	FAC	a summer - house
235	2456	2456	PROP	PER	Fido
-1	2458	2458	PRON	PER	his
-1	2461	2462	NOM	FAC	The building
-1	2476	2476	PRON	PER	his
-1	2476	2477	NOM	PER	his master
-1	2493	2493	PRON	PER	He
-1	2503	2503	PRON	PER	his
-1	2503	2504	NOM	PER	his master
-1	2511	2511	PRON	PER	he
-1	2517	2517	PRON	PER	his
-1	2520	2521	NOM	PER	The master
-1	2540	2542	NOM	FAC	the whole building
235	2546	2546	PROP	PER	Fido
-1	2560	2560	PRON	PER	him
-1	2564	2564	PRON	PER	his
-1	2564	2565	NOM	PER	his master
-1	2567	2567	PRON	PER	him
-1	2580	2580	PRON	PER	his
-1	2589	2589	PRON	PER	his
-1	2593	2593	PRON	PER	his
-1	2598	2598	PRON	PER	their
-1	2602	2604	NOM	PER	Moral.—The poorest man
-1	2607	2607	PRON	PER	his
-1	2610	2613	NOM	PER	the richest and greatest
-1	2620	2622	NOM	PER	the meanest creature
-1	2630	2631	NOM	PER	the Creator
-1	2632	2632	PRON	PER	himself
-1	2641	2641	NOM	PER	TRAVELLERS
236	2651	2652	PROP	PER	Captain Compass
-1	2659	2659	PRON	PER	his
-1	2659	2660	NOM	PER	his children
-1	2663	2663	PRON	PER	him
237	2665	2666	PROP	PER	little Jack
-1	2669	2669	PRON	PER	him
238	2672	2672	PROP	PER	Papa
-1	2676	2676	PRON	PER	us
-1	2681	2681	PRON	PER	you
-1	2685	2685	PRON	PER	your
-1	2688	2688	PRON	PER	I
-1	2695	2695	PRON	PER	you
239	2700	2700	PROP	PER	Gulliver
240	2708	2710	PROP	PER	Sinbad the Sailor
-1	2713	2713	PRON	PER	I
-1	2717	2717	PRON	PER	you
-1	2723	2724	NOM	LOC	the world
-1	2726	2726	PRON	PER	you
-1	2735	2735	PRON	PER	they
0	2740	2740	PRON	PER	my
-1	2740	2741	NOM	PER	my dear
-1	2745	2746	NOM	PER	the captain
0	2749	2749	PRON	PER	I
241	2753	2753	PROP	PER	Lilliputians
20	2755	2755	PROP	GPE	Brobdignagians
0	2757	2757	PRON	PER	I
-1	2759	2759	PRON	PER	you
-1	2764	2767	NOM	LOC	the black loadstone mountain
-1	2770	2773	NOM	LOC	the valley of diamonds
0	2781	2781	PRON	PER	I
-1	2784	2788	NOM	PER	a great variety of people
-1	2791	2791	PRON	PER	their
-1	2807	2807	PRON	PER	you
0	2809	2809	PRON	PER	I
-1	2812	2812	PRON	PER	you
0	2818	2818	PRON	PER	I
-1	2824	2824	NOM	PER	papa
237	2828	2828	PROP	PER	Jack
-1	2831	2831	PRON	PER	his
-1	2831	2832	NOM	PER	his brothers
-1	2834	2834	NOM	PER	sisters
-1	2837	2837	PRON	PER	they
-1	2841	2841	PRON	PER	him
-1	2844	2844	PRON	PER	he
-1	2855	2855	PRON	PER	I
-1	2867	2878	NOM	GPE	a country where it was very cold , and the poor inhabitants
-1	2876	2878	NOM	PER	the poor inhabitants
-1	2884	2884	PRON	PER	themselves
-1	2888	2888	PRON	PER	They
-1	2924	2924	PRON	PER	they
-1	2932	2932	PRON	PER	his
-1	2935	2935	PRON	PER	he
-1	2939	2939	PRON	PER	They
-1	2967	2968	NOM	GPE	that country
-1	2980	2980	PRON	PER	them
-1	2982	2982	PRON	PER	their
-1	2992	2992	PRON	PER	their
-1	2992	2993	NOM	FAC	their houses
-1	3038	3038	PRON	PER	I
-1	3042	3042	PRON	PER	they
-1	3050	3050	PRON	PER	they
-1	3057	3058	NOM	LOC	the earth
-1	3084	3084	PRON	PER	me
237	3088	3088	PROP	PER	Jack
-1	3096	3096	PRON	PER	I
-1	3103	3103	PRON	PER	we
-1	3113	3113	PRON	PER	we
-1	3122	3122	PRON	PER	they
-1	3128	3129	NOM	PER	the captain
-1	3146	3146	PRON	PER	their
-1	3154	3154	PRON	PER	them
-1	3177	3177	PRON	PER	they
-1	3197	3197	PRON	PER	These
-1	3199	3201	NOM	PER	the poorer class
-1	3203	3204	NOM	PER	the richer
-1	3213	3213	PRON	PER	they
-1	3232	3232	PRON	PER	them
-1	3236	3236	PRON	PER	they
-1	3244	3244	PRON	PER	their
-1	3258	3258	PRON	PER	They
-1	3269	3269	PRON	PER	they
-1	3288	3289	NOM	LOC	the country
-1	3331	3334	NOM	PER	persons of weak stomachs
-1	3347	3347	PRON	PER	they
-1	3366	3366	PRON	PER	I
-1	3376	3376	PRON	PER	They
-1	3411	3411	PRON	PER	I
-1	3430	3430	PRON	PER	I
-1	3454	3454	PRON	PER	me
-1	3458	3458	PRON	PER	their
-1	3475	3475	PRON	PER	I
-1	3497	3497	PRON	PER	I
-1	3505	3505	PRON	PER	my
-1	3510	3510	NOM	PER	people
-1	3522	3522	PRON	PER	them
-1	3528	3528	PRON	PER	they
-1	3571	3571	PRON	PER	I
-1	3575	3576	NOM	GPE	any nation
-1	3577	3577	PRON	PER	I
-1	3579	3579	NOM	FAC	here
-1	3585	3585	NOM	PER	some
-1	3592	3592	PRON	PER	their
-1	3599	3599	NOM	PER	others
-1	3607	3607	PRON	PER	their
-1	3612	3612	PRON	PER	I
-1	3618	3618	PRON	PER	them
237	3622	3622	PROP	PER	Jack
-1	3628	3628	PRON	PER	me
-1	3632	3632	PRON	PER	his
-1	3632	3633	NOM	PER	his father
-1	3641	3641	PRON	PER	they
-1	3659	3659	PRON	PER	I
-1	3676	3676	PRON	PER	I
-1	3680	3687	NOM	PER	a people enjoying a delicious temperature of air
-1	3690	3696	NOM	LOC	a country full of beauty and verdure
-1	3726	3727	NOM	PER	the inhabitants
-1	3729	3729	PRON	PER	I
-1	3767	3768	NOM	FAC	whole fields
-1	3776	3776	PRON	PER	they
-1	3778	3778	PRON	PER	me
-1	3791	3791	NOM	PER	man
-1	3801	3804	NOM	LOC	the groves and woods
-1	3808	3808	PRON	PER	I
-1	3838	3839	NOM	PER	The 18people
-1	3855	3855	PRON	PER	Their
-1	3861	3861	NOM	PER	Many
-1	3886	3886	PRON	PER	they
-1	3900	3900	NOM	PER	Others
-1	3931	3933	NOM	PER	the richer classes
-1	3938	3938	PRON	PER	I
-1	3958	3958	PRON	PER	we
-1	3977	3977	PRON	PER	I
-1	3981	3982	NOM	PER	This people
-1	3987	3987	PRON	PER	their
-1	3991	4016	NOM	PER	the women , whose apparel consists of a great number of articles impossible to be described , and strangely disguising the natural form of the body
-1	4021	4021	PRON	PER	they
-1	4030	4031	NOM	PER	the Hottentots
-1	4036	4036	PRON	PER	them
-1	4043	4043	PRON	PER	their
-1	4072	4074	NOM	GPE	most Indian nations
-1	4076	4076	PRON	PER	they
-1	4080	4080	PRON	PER	their
-1	4088	4088	PRON	PER	me
-1	4095	4095	PRON	PER	they
-1	4099	4099	PRON	PER	their
-1	4099	4100	NOM	FAC	their houses
-1	4128	4135	NOM	PER	the most timid and delicate of their women
-1	4134	4134	PRON	PER	their
-1	4134	4135	NOM	PER	their women
-1	4139	4139	PRON	PER	I
-1	4142	4142	PRON	PER	I
237	4151	4151	PROP	PER	Jack
-1	4156	4156	PRON	PER	you
-1	4165	4165	PRON	PER	you
-1	4170	4171	NOM	PER	the captain
-1	4177	4178	NOM	GPE	this nation
-1	4185	4186	NOM	PER	a foreigner
-1	4189	4189	PRON	PER	they
-1	4192	4193	NOM	PER	one another
-1	4208	4208	NOM	PER	men
-1	4223	4223	PRON	PER	they
-1	4225	4225	PRON	PER	their
-1	4236	4236	PRON	PER	they
-1	4251	4251	PRON	PER	our
242	4256	4256	PROP	PER	Jack.—“Ah
-1	4260	4260	NOM	PER	papa
243	4264	4264	PROP	PER	Betsy
-1	4267	4267	PRON	PER	I
-1	4270	4270	PRON	PER	you
-1	4273	4273	PRON	PER	You
-1	4277	4277	PRON	PER	us
-1	4279	4279	PRON	PER	our
-1	4279	4281	NOM	GPE	our own country
-1	4288	4288	NOM	FAC	home
237	4296	4296	PROP	PER	Jack
-1	4299	4299	PRON	PER	we
-1	4328	4329	NOM	PER	the Captain—“pray
-1	4367	4367	PRON	PER	we
-1	4395	4395	PRON	PER	you
-1	4398	4398	PRON	PER	I
-1	4403	4403	PRON	PER	you
243	4408	4408	PROP	PER	Betsy
-1	4418	4418	PRON	PER	I
-1	4421	4421	PRON	PER	you
-1	4427	4427	PRON	PER	ourselves
-1	4430	4430	PRON	PER	I
-1	4434	4434	PRON	PER	you
-1	4437	4438	NOM	PER	a foreigner
-1	4449	4449	PRON	PER	us
-1	4451	4451	PRON	PER	we
-1	4457	4457	PRON	PER	his
-1	4457	4458	NOM	LOC	his country
-1	4464	4464	PRON	PER	you
-1	4467	4467	PRON	PER	we
-1	4475	4475	PRON	PER	their
-1	4496	4496	PRON	PER	their
-1	4503	4503	PRON	PER	themselves
-1	4507	4507	PRON	PER	we
-1	4512	4514	NOM	PER	THE DISCONTENTED SQUIRREL
-1	4517	4519	NOM	LOC	a pleasant wood
-1	4522	4529	NOM	LOC	the western side of a ridge of mountains
-1	4526	4529	NOM	LOC	a ridge of mountains
-1	4544	4544	PRON	PER	his
-1	4552	4552	PRON	PER	he
-1	4572	4572	PRON	PER	I
-1	4575	4575	PRON	PER	my
-1	4578	4579	NOM	LOC	this spot
-1	4603	4603	PRON	PER	I
-1	4613	4614	NOM	FAC	this wood
-1	4621	4621	PRON	PER	their
-1	4624	4624	PRON	PER	them
-1	4637	4639	NOM	LOC	some remote country
-1	4642	4642	PRON	PER	they
-1	4651	4651	PRON	PER	My
-1	4651	4652	NOM	PER	My neighbour
-1	4655	4655	PRON	PER	me
-1	4656	4656	PRON	PER	he
-1	4673	4673	PRON	PER	I
-1	4681	4681	PRON	PER	I
-1	4689	4689	NOM	PER	one
-1	4706	4706	PRON	PER	I
-1	4709	4709	PRON	PER	I
-1	4718	4718	PRON	PER	I
-1	4776	4776	PRON	PER	I
-1	4783	4783	PRON	PER	I
-1	4789	4789	PRON	PER	I
-1	4796	4796	PRON	PER	I
-1	4813	4813	PRON	PER	he
-1	4833	4833	PRON	PER	him
-1	4838	4838	PRON	PER	he
-1	4843	4843	PRON	PER	he
-1	4845	4845	PRON	PER	his
-1	4851	4851	PRON	PER	He
-1	4858	4859	NOM	LOC	the wood
-1	4864	4866	NOM	LOC	the open moors
-1	4870	4874	NOM	LOC	the foot of the hills
-1	4873	4874	NOM	LOC	the hills
-1	4877	4877	PRON	PER	he
-1	4891	4891	PRON	PER	his
-1	4898	4898	PRON	PER	he
-1	4910	4915	NOM	LOC	the steep sides of the mountains
-1	4914	4915	NOM	LOC	the mountains
-1	4927	4927	PRON	PER	he
-1	4936	4936	PRON	PER	he
-1	4954	4954	PRON	PER	he
-1	4958	4963	NOM	LOC	the summit of the first cliff
-1	4961	4963	NOM	LOC	the first cliff
-1	4966	4966	PRON	PER	he
-1	4971	4971	PRON	PER	his
-1	4986	4991	NOM	LOC	The wood in which he lived
-1	4990	4990	PRON	PER	he
-1	4995	4995	PRON	PER	his
-1	4999	4999	PRON	PER	he
-1	5008	5008	PRON	PER	he
-1	5016	5016	PRON	PER	he
-1	5022	5022	PRON	PER	he
-1	5033	5033	PRON	PER	him
-1	5042	5042	PRON	PER	he
-1	5048	5048	PRON	PER	he
-1	5064	5064	PRON	PER	he
-1	5076	5077	NOM	LOC	The ground
-1	5088	5088	PRON	PER	his
-1	5098	5098	PRON	PER	he
-1	5104	5104	PRON	PER	he
-1	5112	5112	PRON	PER	He
-1	5119	5119	PRON	PER	his
-1	5128	5128	PRON	PER	he
-1	5146	5146	PRON	PER	he
-1	5151	5151	PRON	PER	himself
-1	5158	5159	NOM	LOC	the mountain
-1	5198	5198	PRON	PER	him
-1	5209	5209	PRON	PER	he
-1	5213	5213	PRON	PER	his
-1	5213	5214	NOM	FAC	his road
-1	5225	5237	NOM	FAC	that despised home which it was now his only desire again to reach
-1	5232	5232	PRON	PER	his
-1	5254	5254	PRON	PER	he
-1	5262	5262	PRON	PER	he
-1	5268	5272	NOM	LOC	the hollow of a rock
-1	5282	5282	PRON	PER	he
-1	5289	5289	PRON	PER	His
-1	5301	5301	PRON	PER	he
-1	5308	5309	NOM	LOC	the cavern
-1	5313	5313	PRON	PER	himself
-1	5317	5317	PRON	PER	his
-1	5321	5321	PRON	PER	his
-1	5324	5324	PRON	PER	he
-1	5351	5356	NOM	LOC	the distant tops of the mountains
-1	5355	5356	NOM	LOC	the mountains
-1	5369	5369	PRON	PER	his
-1	5369	5370	NOM	FAC	his lodging
-1	5378	5378	PRON	PER	he
-1	5382	5386	NOM	LOC	the brow of the hill
-1	5385	5386	NOM	LOC	the hill
-1	5389	5389	PRON	PER	he
-1	5398	5398	PRON	PER	he
-1	5415	5415	PRON	PER	him
-1	5422	5422	PRON	PER	him
-1	5425	5425	PRON	PER	her
-1	5432	5432	PRON	PER	his
-1	5453	5457	NOM	PER	the kite ’s young ones
-1	5469	5469	PRON	PER	her
-1	5473	5473	PRON	PER	her
-1	5480	5480	PRON	PER	her
-1	5484	5484	PRON	PER	her
-1	5487	5487	PRON	PER	her
-1	5494	5494	PRON	PER	her
-1	5503	5503	PRON	PER	herself
-1	5520	5520	PRON	PER	he
-1	5539	5539	PRON	PER	his
-1	5549	5549	PRON	PER	he
-1	5563	5563	PRON	PER	himself
-1	5569	5569	PRON	PER	his
-1	5576	5576	PRON	PER	himself
-1	5583	5583	PRON	PER	his
-1	5591	5591	PRON	PER	he
-1	5594	5594	PRON	PER	my
-1	5594	5600	NOM	FAC	my dear native place and peaceful home
-1	5604	5604	PRON	PER	I
-1	5610	5610	PRON	PER	you
-1	5613	5613	PRON	PER	I
-1	5625	5625	PRON	PER	I
-1	5634	5637	NOM	PER	The Mask of Nature
244	5646	5647	PROP	PER	THE MARTEN
-1	5653	5653	PRON	PER	my
-1	5653	5654	NOM	PER	my dear
